2600,8,amex_09d.xml,9,agent,"and FFFF, what day would he like to travel? ","그리고 FFFF, 어느 날 여행을하고 싶습니까?",reqInfo,day
2601,9,amex_09d.xml,10,caller,uh he wants to go San Francisco to Phoenix on Monday June 17th uh Southwest 6 7 8. out of San Francisco at 4:10 p m. into Phoenix at eh 5:55. ,샌프란시스코에서 피닉스로 6 월 17 일에 남서 6시 7 분에 샌프란시스코에서 4시 10 분에 샌프란시스코로 가려고합니다. 5시 55 분에 피닉스로.,refer,location_US-time
2602,10,amex_09d.xml,11,agent,and returning or continuing on what date? ,어떤 날짜에 돌아 오거나 계속합니까?,reqInfo,date
2603,11,amex_09d.xml,12,caller,returning on Tuesday June 20th on United 1 4 3 6. out of Phoenix at 6:35 p m. and into San Francisco at 8:33. ,유나이티드에서 6 월 20 일 화요일 6시 35 분 피닉스에서 6시 35 분에 복귀. 샌프란시스코로 8시 33 분에.,refer,location_US-time
2604,12,amex_09d.xml,13,agent,ok we've requested Southwestern flight 6 7 8 that uh leaves on the 19th of June. out of San Francisco at 4:10 p m. arriving into Phoenix at 5:55 p m. ,6 월 19 일 남서쪽 비행 6 7 8 번을 요청했습니다. 샌프란시스코에서 4:10 pm. 5:55 pm에 피닉스에 도착했다.,state,location_US-time-enum-arrival
2605,13,amex_09d.xml,14,caller,uh ,어.,hesitate,none
2606,14,amex_09d.xml,15,agent,and as i say request because they're not in our system we will actually phone and have to confirm this reservation with Southwestern. ,"그리고 그들이 우리 시스템에 없기 때문에 내가 요청하는 것에 따라 우리는 실제로 전화 할 것이고, Southwestern와이 예약을 확인해야 할 것이다.",state,confirm-airline
2607,15,amex_09d.xml,16,caller,right. ,맞아.,acknowledge,none
2608,16,amex_09d.xml,17,agent,"ok and then returning on the 20th w..., he's on United flight 4 3 6 leaving Phoenix at 6:35 p m. and arriving back into San Francisco at 8:33 p m. ",괜찮 았고 20 위를 되찾았습니다 ... 6시 35 분에 피닉스를 출발 한 유나이티드 항공 4 3 6에 있습니다. 샌프란시스코로 8시 33 분에 도착했다.,state,location_US-time-enum-arrival
2609,17,amex_09d.xml,18,caller,ok ,예,acknowledge,none
2610,18,amex_09d.xml,19,agent,and the fare on this is 162 dollars. ,이것에 대한 요금은 162 달러입니다.,state,enum
2611,19,amex_09d.xml,20,caller,162? ,162?,echo-reqConfirm,none
2612,20,amex_09d.xml,21,agent,that's correct. ,맞습니다.,confirm-agree,none
2613,21,amex_09d.xml,22,caller,ok great ,좋아.,approve,none
2614,22,amex_09d.xml,23,agent,ok ,예,acknowledge,none
2615,23,amex_09d.xml,24,caller,thank you A ,고마워요.,refer,none
2616,24,amex_09d.xml,25,agent,you're quite welcome FFFF ,너는 FFFF 환영 받는다.,refer,none
2617,25,amex_09d.xml,26,caller,mhm bye bye ,흠 안녕히 가세요.,bye,none
1502,0,amex_10a.xml,1,caller,this is B ,이게 B 야.,identifySelf,none
1503,1,amex_10a.xml,2,agent,"hi B, this is A from American Express. ","안녕 B, 이것은 American Express의 A입니다.",identifySelf,from
1504,2,amex_10a.xml,3,caller,oh hi ,안녕하세요.,greet,none
1505,3,amex_10a.xml,4,agent,ok ,예,acknowledge,none
1506,4,amex_10a.xml,5,caller,we need to get a ticket for him from Boston. ,우리는 보스톤에서 그를위한 표를 얻을 필요가있다.,state,location_US-location-from
1507,5,amex_10a.xml,6,agent,this is a new reservation? ,이건 새로운 예약인가?,reqInfo,none
1508,6,amex_10a.xml,7,caller,new reservation on June 21. ,6 월 21 일에 새로운 예약.,answer-refer,month
1509,7,amex_10a.xml,8,agent,ok let me let me pull up his profile first. ok and he is um... ,"좋아, 먼저 내 프로필을 보자. 알았어. 그는 음 ..",abandon,none
1510,8,amex_10a.xml,9,caller,he wants to fl... he wants to fly from Boston. ,그는 비행기를 타고 싶다. 그는 보스턴에서 비행기를 타고 싶어한다.,expressWish,location_US-location-from
1511,9,amex_10a.xml,10,agent,mhm ,mhm,acknowledge,none
1512,10,amex_10a.xml,11,caller,to Baltimore Washington International on flight. i'm sure it's Piedmont P L P I. ,볼티모어 워싱턴 인터내셔널 행. 나는 그것이 Piedmont P L P I.라고 확신한다.,state,location_US
1513,11,amex_10a.xml,12,agent,P I at what time? ,P 나는 몇시에?,reqInfo,time
1514,12,amex_10a.xml,13,caller,uh 7:40 p m. ,어 7시 40 분.,answer-refer,enum
1515,13,amex_10a.xml,14,agent,and this is on the 21st of June? ,그리고 이것은 6 월 21 일에 있습니까?,reqConfirm,month
1516,14,amex_10a.xml,15,caller,yeah arriving  9:01 p m. ,"예, 9시 1 분에 도착합니다.",elab-refer,enum-arrival
1517,15,amex_10a.xml,16,agent,ok that's Piedmont 1 9 0 9 on the 21 of June? ,6 월 21 일에 Piedmont 1 9 0 9입니까?,reqConfirm,enum-location_US-month
1518,16,amex_10a.xml,17,caller,right ,맞아,confirm-acknowledge,none
1519,17,amex_10a.xml,18,agent,departing Boston 7:40 p m. arriving Baltimore 9:01 p m. ,보스톤 출발 7시 40 분. 도착 볼티모어 9시 1 분 피.,refer,location_US-location-enum-arrival
1520,18,amex_10a.xml,19,caller,right and then he wants to return from um Baltimore Washington. and he requests flight 3 2 3 TWA. actually it's two flight numbers it's 3 2 3 and then it changes to 7 5 1 at 5:16 in the afternoon ,그렇다면 그는 볼티모어 워싱턴에서 돌아 오기를 원합니다. 그는 비행 3 2 3 TWA를 요청합니다. 실제로 그것은 3 2 3의 두 개의 비행편 번호이고 오후 5시 16 분에 7 5 1로 바뀝니다.,state,enum-time
1521,19,amex_10a.xml,20,agent,ok one moment. this is to San Jose did you say? ,오케이. 산호세에게 말한거야?,reqConfirm,to-location_US
1522,20,amex_10a.xml,21,caller,i understand it's to San Francisco. TWA flight 3 2 3 slash 7 5 1. ,나는 그것이 샌프란시스코에 있음을 이해한다. TWA 비행 3 2 3 슬래시 7 5 1.,elab-refer,enum
1523,21,amex_10a.xml,22,agent,3 2 3 and 7 5 1. ok and then does he know there is a non-stop that goes from Dulles to San Francisco instead of connection through St Louis? ,3 2 3 및 7 5 1. 그렇다면 그는 세인트 루이스를 통한 연결 대신 덜레스에서 샌프란시스코까지 논스톱이 있다는 것을 알고 있습니까?,reqInfo,airport_US-to-location_US-from
1524,22,amex_10a.xml,23,caller,i think he's aware of it. but i think we picked this one because um he could get the business traveller uh seating. ,나는 그가 그것을 알고 있다고 생각한다. 하지만 우린 그가 비즈니스 여행자를 앉힐 수 있기 때문에 이걸 골랐다 고 생각해.,elab-expressOpinion-stateReason,number
1525,23,amex_10a.xml,24,agent,he can also he can also get that on the non-stop. ,그는 또한 논스탑에서도 그걸 얻을 수 있습니다.,expressPossibility,none
1526,24,amex_10a.xml,25,caller,"on the non-stop, and what is the... uh give me the times for the non-stop. ","논스톱으로, 그리고 무엇이 ... 어휴를 위해 나에게 시간을주세요.",direct,none
1527,25,amex_10a.xml,26,agent,"ok one moment, the non-stop is at 4:40 arriving 7:05. ","좋아, 잠깐, 논스톱은 4:40에 도착한다 7:05.",state,time-enum-arrival
1528,26,amex_10a.xml,27,caller,se... 4:40 to 7:05. ,se ... 4:40에서 7:05.,echo,enum
1529,27,amex_10a.xml,28,agent,into San Francisco it's a non-stop from Dulles to San Francisco. maybe he can't leave that early ,샌프란시스코에 도착하면 덜레스 (Dulles)에서 샌프란시스코 (San Francisco)까지 직행 노선이됩니다. 어쩌면 그는 그 일찍 떠날 수 없다.,expressImPossibility,time
1530,28,amex_10a.xml,29,caller,i don't know. uh let me... can i make the reservation and and change it by tomorrow ,나는 모른다. 어서 ... 예약을하고 내일까지 바꿀 수 있을까요?,reqOpt,day
1531,29,amex_10a.xml,30,agent,sure if it's it's still available. right ,아직 사용 가능한지 확인하십시오. 맞아,acknowledge,none
1532,30,amex_10a.xml,31,caller,yeah i know subject to availability. i'm sorry i've been giving you quick numbers here. ,"네, 재고 상황에 따라 달라질 수 있습니다. 미안 해요, 여기에 빠른 번호를 알려 줬어요.",state,number
1533,31,amex_10a.xml,32,agent,it's ok. ,예.,approve,none
1534,32,amex_10a.xml,33,caller,it's all right let me just check the um... ,음 .. 괜찮은지 확인해 봐.,hold-abandon,verify
1535,33,amex_10a.xml,34,agent,"and now, lets see what kind of fares they have. a three day advance purchase fare, using the business class upgrade of 4 4 9 one way. ","그리고 지금, 그들이 가지고있는 어떤 종류의 운임을 볼 수 있습니다. 편도 4 시간 9 분의 비즈니스 클래스 업그레이드를 사용하여 3 일 사전 구매 요금.",state,enum-number
1536,34,amex_10a.xml,35,caller,"i was quoted 6 0 8 50 for the whole round f... from Boston to Washington, from Washington um to San Francisco. ","보스턴에서 워싱턴까지, 워싱턴에서 샌프란시스코까지 6 라운드에서 6 0 8 50을 인용했습니다.",refer,to-location_US-location-from-district_US
1537,35,amex_10a.xml,36,agent,now this portion was for Baltimore San Francisco only. ok let me just see what... ,이제이 부분은 볼티모어 샌프란시스코에만 해당됩니다. 알았어. 내가 뭘 보는지 보자.,hold-abandon,none
1538,36,amex_10a.xml,37,caller,could you find out how much the fare is all total? ,운임이 모두 얼마인지 알 수 있습니까?,direct-reqInfo,none
1539,37,amex_10a.xml,38,agent,"ok it's 6 0 8 50 that has to be ticketed by the 15th of June. there are no cancellation or change penalties, if any changes are made, it's just subject to whatever the new fare is. ","6 월 15 일 발권되어야하는 6 0 8 50입니다. 취소 또는 변경 벌금이 없으며, 변경 사항이 있으면 새로운 요금이 적용됩니다.",state,fare
1540,38,amex_10a.xml,39,caller,sure. ,확실한.,agree,none
1541,39,amex_10a.xml,40,agent,ok it has to be ticketed by the15th of June. ,오케이. 6 월 15 일까지 발권되어야합니다.,stateConstraint,month-date
1542,40,amex_10a.xml,41,caller,all right ,예,acknowledge,none
1543,41,amex_10a.xml,42,agent,there are no penalties for cancellation if changes are made. it's subject to whatever the new fares are at that time. ,변경이 이루어지면 취소에 대한 벌칙이 없습니다. 그 당시 새로운 운임이 무엇이든 상관 없습니다.,state,time
1544,42,amex_10a.xml,43,caller,ok ,예,acknowledge,none
1545,43,amex_10a.xml,44,agent,cos they're going to increase the fare. ,그들이 요금을 인상 할 것이기 때문입니다.,stateReason,none
1546,44,amex_10a.xml,45,caller,but there's no penalty existing? ,하지만 벌칙은 없습니다.,reqConfirm,none
1547,45,amex_10a.xml,46,agent,there's no penalty uh if it's cancelled. no ,취소되면 벌금이 부과되지 않습니다. 아니야.,negate,none
1548,46,amex_10a.xml,47,caller,yeah the non-stop flight seems to be more appealing to me. i mean this man travels so much though. let me check with him um. ,"네, 직행 비행이 나에게 더 매력적일 것 같습니다. 나는이 남자가 그렇게 많이 여행한다는 것을 의미한다. 그를 확인해 볼게.",suggest,verify
1549,47,amex_10a.xml,48,agent,ok so what so we're going to hold? we'll just go ahead and hold the um... ,"좋아, 그래서 우리는 무엇을 잡을거야? 우린 그냥 가서 음 ...",reqInfo-abandon,none
1550,48,amex_10a.xml,49,caller,hold that TWA then i will inform him of the Dulles flight at fou... 4:40. leaving uh Dulles and arriving is it San Francisco at 7:05? ,그 TWA를 잡으면 나는 그에게 Ful에서 Dulles 비행을 알릴 것이다 ... 4:40. 덜레스를 떠나서 7시 5 분 샌프란시스코에 도착합니까?,reqInfo,location_US-time-enum
1551,49,amex_10a.xml,50,agent,it's San Francisco. ,샌프란시스코입니다.,answer-state,location_US
1552,50,amex_10a.xml,51,caller,"San Francisco, that's what he wants. ok. it's still 6:08 any which way we do this. i'm just thinking the convenience of the traveller. ","샌프란시스코, 그가 원하는거야. 예. 아직 6시 8 분 우리가 어떤 식 으로든이 일을합니다. 나는 여행자의 편의를 생각하고있다.",state,none
1553,51,amex_10a.xml,52,agent,"on the non-stop, let me see i think you get that same fare. let me check the fares. ","논스톱에서, 나는 당신이 그 같은 운임을 얻는다라고 생각하는 것을 알게한다. 내가 운임을 확인하게 해줘.",hold,verify
1554,52,amex_10a.xml,53,caller,ok ,예,acknowledge,none
1555,53,amex_10a.xml,54,agent,i think it that would have to be using a 25 percent penalty on TWA. yeah it would be 20 dollars more if he wanted to have a fare without a penalty. ,"나는 그것이 TWA에 25 % 벌금을 부과해야한다고 생각한다. 예, 페널티없이 운임을 받고 싶다면 20 달러가 더 올 것입니다.",expressOpinion,enum
1556,54,amex_10a.xml,55,caller,mhm ,mhm,acknowledge,none
1557,55,amex_10a.xml,56,agent,"because the Dulles non-stop, to get that 449, you have to take a 25 percent penalty fare. if you don't, then it's 469. so it would increase that total fare by 20 dollars. ",덜레스가 논스톱이기 때문에 449를 얻으려면 25 퍼센트 벌점 요금을 내야합니다. 그렇지 않으면 469입니다. 따라서 총 요금은 20 달러가 증가합니다.,state,enum
1558,56,amex_10a.xml,57,caller,so it's 608 plus 20? ,그래서 608과 20이야?,reqInfo,enum
1559,57,amex_10a.xml,58,agent,right if he wanted to go without a penalty it's 6 plus 20 ,페널티없이 가길 원한다면 6 플러스 20입니다.,state,
1560,58,amex_10a.xml,59,caller,he needs the cheapest rate possible on this one. um so let me talk it over with him uh. ,"그는 이것에 가능한 가장 저렴한 요금이 필요합니다. 음, 내가 그와 얘기 할 수있게 해줘.",suggest,none
1561,59,amex_10a.xml,60,agent,"okay then on the business class, that would be row nine seat number five, which is an aisle seat. now what what about how's he getting to Boston? ","좋아, 그 다음 비즈니스 클래스에서, 그것은 행 좌석 인 행 9 개의 좌석 번호 5 일 것이다. 지금 보스턴으로가는 방법은 어떨까요?",reqInfo,to-location_US-location
1562,60,amex_10a.xml,61,caller,he's already purchased his ticket. ,그는 이미 티켓을 구입했습니다.,answer-state,none
1563,61,amex_10a.xml,62,agent,ok so this is just all one way travel? ,"좋아, 이건 그냥 편도 여행 일 뿐이야?",reqConfirm,number
1564,62,amex_10a.xml,63,caller,one way travel right. ,편도 여행.,acknowledge,none
1565,63,amex_10a.xml,64,agent,ok so that was available and i requested that. B anything else i can help you with? ,"좋아, 그게 가능했고 내가 요청 했어. B 내가 너를 도울 수있는 다른 무엇?",reqDirect,none
1566,64,amex_10a.xml,65,caller,i'll call you back on the Dulles non-stop flight so we'll... ,덜레스 직행 항공편으로 다시 전화 할게. 그래서 우리는 ...,answer-state-abandon,airport_US
1567,65,amex_10a.xml,66,agent,if if he needs that right. ,만약 그가 필요하다면.,reqConfirm,none
1568,66,amex_10a.xml,67,caller,if he needs that. and if he does get that he has to pay uh 20 dollars more? ,그가 필요하다면. 그가 얻으면 그는 20 달러 더 지불해야합니까?,reqConfirm,enum
1569,67,amex_10a.xml,68,agent,if he wants to take a fare without a penalty right. ,그가 벌칙금없이 요금을 내고 싶어한다면.,acknowledge,none
1570,68,amex_10a.xml,69,caller,a fare without a penalty. ,페널티없는 운임.,state,none
1571,69,amex_10a.xml,70,agent,if he's willing to take it with a penalty it would be exactly the same fare. ,페널티를 가지고 기꺼이 가져 가면 정확히 같은 운임이 될 것입니다.,predict,none
1572,70,amex_10a.xml,71,caller,ok ,예,acknowledge,none
1573,71,amex_10a.xml,72,agent,ok now ,알았어.,acknowledge,none
1574,72,amex_10a.xml,73,caller,i i hesitate uh for him particularly to get anything uh because he does change a lot. ,나는 그가 그를 많이 바뀌기 때문에 특히 그를 얻는 것을 주저한다.,state,none
1575,73,amex_10a.xml,74,agent,aha ,아하,acknowledge,none
1576,74,amex_10a.xml,75,caller,"so i i'd rather get the 20 dollars, but we'll see what he says. ",그래서 나는 20 달러를 얻고 싶지만 그가 말한 것을 볼 것입니다.,stateIntent,none
1577,75,amex_10a.xml,76,agent,ok ,예,acknowledge,none
1578,76,amex_10a.xml,77,caller,thank you ,고맙습니다.,thank,none
1579,77,amex_10a.xml,78,agent,all right thanks B ,예 B 감사합니다.,refer,none
1580,78,amex_10a.xml,79,caller,you are A right? ,너는 옳은가?,reqConfirm,none
1581,79,amex_10a.xml,80,agent,yeah i'm A. ,"예, 저는 A.입니다.",elab-identifySelf,none
1582,80,amex_10a.xml,81,caller,bye bye ,안녕하세요.,bye,none
698,0,amex_10b.xml,1,agent,American Express Travel this is A ,아메리칸 익스프레스 Travel A this is A,identifySelf,none
699,1,amex_10b.xml,2,caller,uh A this is uh B. i need to make some reservations. i need to make uh reservations and all i know at this uh time is my flight out uh departing on Monday. what do you need first? ,"어,이게 어. B. 예약이 필요해. 어 예약을해야 겠어.이 시간에 월요일에 출발하는 비행기가 내 비행기 다. 먼저 무엇이 필요합니까?",reqInfo,none
700,2,amex_10b.xml,3,agent,ok let me let me pull up your profile first. ok and the date that we know we're booking is on what day? ,"좋아, 먼저 내 프로필을 보자. 알았어. 우리가 예약하는 날짜가 오늘 어느 날인가?",reqInfo,date-day
701,3,amex_10b.xml,4,caller,um it's Monday the 20th. ,월요일은 20 일이야.,answer-state,day
702,4,amex_10b.xml,5,agent,and that's flying to what city? ,그리고 그것은 어떤 도시로 날아가는거야?,reqInfo,none
703,5,amex_10b.xml,6,caller,uh to Newark United flight number 12 and i'd like first class if it's available. i'm gonna use an upgrade coupon which is coming Federal Express tomorrow or Wednesday. that's the 19th i'm sorry. ,뉴 어크 유나이티드 항공편 번호 12 그리고 가능한 경우 퍼스트 클래스를 원합니다. 내일 또는 수요일에 Federal Express로 오는 업그레이드 쿠폰을 사용할 것입니다. 19 번째로 미안해.,apologise,none
704,6,amex_10b.xml,7,agent,now that's on the 19th ,지금은 19 일입니다.,reqConfirm,none
705,7,amex_10b.xml,8,caller,yeah i'm sorry i thought Monday was the 20th. ,"네, 월요일이 20 일이라고 생각해서 죄송합니다.",state,day
706,8,amex_10b.xml,9,agent,ok do know wha... which award um ,"좋아, 어 ... 어워드 어 뭘 알아?",reqInfo,none
707,9,amex_10b.xml,10,caller,well it's uh a regular um mileage plus upgrade where you use the miles you've accumulated. so it's good for booking first class. all i have to do is give you the coupon it's it's uh the number one priority type of uh ,"음, 누적 된 마일을 사용하는 정규 음 마일리지와 업그레이드가 있습니다. 그래서 일등석 예약에 좋습니다. 내가해야 할 일은 쿠폰을주는 것입니다.",state,number
708,10,amex_10b.xml,11,agent,ok and is it for one way or round trip or per segment? ,"좋아, 편도 또는 왕복 또는 세그먼트 당?",reqInfo,number
709,11,amex_10b.xml,12,caller,it's round trip. but if i only use it one way it doesn't matter it's a ro... round trip i mean i have to forfeit the rest of it. ,왕복이야. 하지만 만약 내가 그것을 사용하는 것이 하나의 방법으로 그것은 중요하지 않습니다 ro ... 왕복 나는 그것의 나머지 부분을 몰수해야한다는 뜻.,state,none
710,12,amex_10b.xml,13,agent,ok that's uh United flight 12 on the 12th of June? ,6 월 12 일에 유나이티드 항공 12 번 이었어?,reqConfirm,month-date-enum-airline
711,13,amex_10b.xml,14,caller,yeah ,네,confirm-acknowledge,none
712,14,amex_10b.xml,15,agent,oh wait wait wait wait you said the 19th? ,"오, 기다려주십시오. 잠깐.",reqConfirm,none
713,15,amex_10b.xml,16,caller,19th i'm sorry ,미안하다.,apologise,none
714,16,amex_10b.xml,17,agent,i put 20th that's all right. ok let me change that ,"나는 20 번째를 쓴다. 알았어, 내가 바꿀거야.",suggest,none
715,17,amex_10b.xml,18,caller,Monday isn't the best time. ,월요일은 최고의 시간이 아닙니다.,state,time-day
716,18,amex_10b.xml,19,agent,no it isn't. ok so that's United flight 12 on the 19th of June? ,"아니야. 좋아, 6 월 19 일에 유나이티드 항공 12 번이 왔어?",reqConfirm,month-date-enum-airline
717,19,amex_10b.xml,20,caller,yeah ,네,confirm-acknowledge,none
718,20,amex_10b.xml,21,agent,departing San Francisco at 8:20 a m? ,샌프란시스코 출발 8시 20 분에?,reqConfirm,location_US-time-enum
719,21,amex_10b.xml,22,caller,yeah ,네,confirm-acknowledge,none
720,22,amex_10b.xml,23,agent,arriving Newark at 4:43 p m? ,뉴 어크 도착 4:43 pm?,reqConfirm,location_US-time-enum-arrival
721,23,amex_10b.xml,24,caller,"right so uh now i'm not i'm still making uh reservations or er appointments for the rest of the week, so i'll have to get back to you on the return. ",지금은 아직 어휴를 예약하거나 나머지 요일에 예약하지 않으므로 돌아 오는 길에 다시 방문해야합니다.,stateIntent,none
722,24,amex_10b.xml,25,agent,ok ,예,acknowledge,none
723,25,amex_10b.xml,26,caller,ok ,예,acknowledge,none
724,26,amex_10b.xml,27,agent,that's fine. ok thanks A. ,예. 고마워. A.,refer,none
725,27,amex_10b.xml,28,caller,thank you ,고맙습니다,thank,none
726,28,amex_10b.xml,29,agent,ok ,예,acknowledge,none
727,29,amex_10b.xml,30,caller,bye bye ,안녕,bye,none
231,0,amex_10c.xml,1,agent,"American Express Travel, this is A. ","아메리칸 익스프레스 트래블, A.",identifySelf,none
232,1,amex_10c.xml,2,caller,hi i'm planning a trip to Japan at the end of uh the beginning of July. ,안녕 나는 7 월 초에 일본 여행을 계획하고 있습니다.,stateIntent,country-to-month
233,2,amex_10c.xml,3,agent,aha ,아하,acknowledge,none
234,3,amex_10c.xml,4,caller,and i have to be there on Monday morning. i was just wondering what time i uh you know what's the uh the latest i could leave? ,그리고 나는 월요일 아침에 거기에 있어야한다. 나는 내가 떠날 수있는 최신의 무엇이 어떨지를 몇시에 아는 지 궁금했다.,reqInfo,time
235,4,amex_10c.xml,5,agent,ok and i'm speaking with? ,"오케이, 나랑 얘기하고있어?",reqInfo,none
236,5,amex_10c.xml,6,caller,B C. ,B C.,identifySelf,none
237,6,amex_10c.xml,7,agent,ok you you just need a schedule you said? ,네가 말한 일정이 필요해?,reqConfirm,none
238,7,amex_10c.xml,8,caller,"uh yes i ha... i ca... i i can't travel on Saturday uh well the latest the earli... i could leave Saturday night, probably around midnight or 11 at night. ","어, 네, 하 ... 나는 ... 토요일에 여행 할 수 없어요. 가장 최근의 earli ... 나는 토요일 저녁에 자정 무렵이나 밤 11시에 떠날 수 있습니다.",refer,time-enum
239,8,amex_10c.xml,9,agent,ok this is to Tokyo? ,"알았어, 도쿄에있는거야?",reqInfo,to-location_US-location_int
240,9,amex_10c.xml,10,caller,i believe so. ,나는 그렇게 믿는다.,answer-expressOpinion,none
241,10,amex_10c.xml,11,agent,ok see i don't think they're going to have service that late. let me tell you. non-stop service the latest would be uh 1 p m arriving 3:35 p m. ,알았어. 나는 그들이 늦게까지 서비스를받을 것이라고 생각하지 않는다. 말해 줄 게요. 직항 노선은 늦어도 3시 35 분에 도착할 것입니다.,state,enum-time-arrival
242,11,amex_10c.xml,12,caller,on what day? ,무슨 날에?,reqInfo,day
243,12,amex_10c.xml,13,agent,on Saturday. ,토요일에.,answer-refer,day
244,13,amex_10c.xml,14,caller,no i can't uh oh let me see. what do you mean 1 p m? wh... what day would i leave? ,아니 내가 볼 수있게 할 수 없어. 당신은 1 p m을 무엇을 의미합니까? 내가 언제 떠나 겠니?,reqInfo,day
245,14,amex_10c.xml,15,agent,ok we... if you give me the days i can tell you the sched...... ,오케이. 우리가 ... 나에게 나에게 일을 주면 내가 네게 그 일자리를 알려줄거야 .......,expressPossibility-abandon,none
246,15,amex_10c.xml,16,caller,oh i have a Monday morning meeting. ,"오, 월요일 아침 모임이있어.",state,time-day
247,16,amex_10c.xml,17,agent,ok you will. ,알았어.,state-abandon,none
248,17,amex_10c.xml,18,caller,i want. ,내가 원하는.,stateIntent-abandon,none
249,18,amex_10c.xml,19,agent,"always arrive the following day. so if you left on a Saturday, you would arrive o... on a Sunday their time. ",다음날 항상 도착합니다. 그래서 토요일에 떠난다면 일요일에 도착할 것입니다.,predict,time-day-arrival
250,19,amex_10c.xml,20,caller,"ok so if i... now, when could i, no. when... so... i... i need to arrive there you know either uh uh their time Monday early you know. in the middle of the night would be acceptable to me anytime. anytime so i can get to an office by... i i you know i would like to arrive there certainly before 6 a m in the morning on Monday. ","좋아, 그럼 ... 지금, 언제 할 수 있을까. 언제 ... 그래서 ... 나는 ... 거기 도착할 필요가있다. 월요일에 일찍 시간을 알 수있다. 한밤중에 언제든지 나에게 받아 들여질 것이다. 언제든지 사무실에 갈 수 있습니다. 월요일에 아침 6시 전에 분명히 도착하기를 원합니다.",expressWish,time-location-enum-day-arrival
251,20,amex_10c.xml,21,agent,"ok then you'll have to leave on a Saturday because if you won't if you leave on a Sunday, you're not gonna arrive there till in the afternoon. ",그렇다면 토요일에 떠나야 할 것입니다. 왜냐하면 만약 당신이 일요일에 출발한다면 당신은 오후에 도착하지 않을 것입니다.,predict,location-time-arrival
252,21,amex_10c.xml,22,caller,ok ,예,acknowledge,none
253,22,amex_10c.xml,23,agent,like about 3 pm on a Monday? ,월요일에 오후 3 시쯤?,reqInfo,enum-day
254,23,amex_10c.xml,24,caller,is is i... i... if i was to leave at... oh i see a... and is there anything late on Saturday night? cos on Saturday i can't leave until after 10:30 or 11 o'clock at night. ,"나는 ... 내가 ... 내가 떠나기 만하면 ... 오, 나는 ... 그리고 토요일 밤에 늦은 것이 있는가? 토요일에 나는 밤 10시 반 또는 11시 이후에 갈 수 없다.",state,time-enum
255,24,amex_10c.xml,25,agent,"well, the only the only way you're going... i... it's really going to be crazy routing to do it that way. but this is the only way to leave at night. would have to be to fly all the way to the east coast um to fly to JFK. ","글쎄, 당신이가는 유일한 길은 ... 정말 그렇게하는 것이 미친 방향이 될거야. 그러나 이것은 밤에 떠나는 유일한 길입니다. JFK로 날아가려면 동해안까지 줄곧 날아가 야합니다.",stateConstraint,none
256,25,amex_10c.xml,26,caller,mhm ,mhm,acknowledge,none
257,26,amex_10c.xml,27,agent,"and then fly from JFK to Tokyo, so you'd be kind of going backwards. but that's the only way that you'd be leaving at night ",그리고 나서 JFK에서 도쿄로 날아 가면 거꾸로 돌아갈 수 있습니다. 하지만 그건 네가 밤에 떠날 수있는 유일한 방법이야.,stateConstraint,time
258,27,amex_10c.xml,28,caller,ok it's either that. ,"좋아, 그거야.",state,none
259,28,amex_10c.xml,29,agent,i see so. ,나는 그렇게 본다.,init,none
260,29,amex_10c.xml,30,caller,"so you know it's it's either i leave on Wednesday get in on Thursday, or i leave on Saturday night. so let's see which way we can do this. it i... i... i could leave to to uh JFK on Saturday night. ",그래서 나는 목요일에 수요일에 떠나는 것이거나 토요일 밤에 나가는 것입니다. 그래서 우리가 이것을 할 수있는 방법을 보자. 그게 .. 나는 ... 토요일 밤에 JFK에 갈 수있어.,expressPossibility,day
261,30,amex_10c.xml,31,agent,"right, let me get the uh schedule. ok it would be like a 10:30 p m. actually that's going to get into Newark. let me just, actually on Sunday. it's going to go via Newark it's 10:30 p m. arriving Newark at 6:35 in the morning on Sunday. and then departing Newark at 8:25 a m. and arriving 1:55 p m. that's still going to arrive on Monday. ","알았어, 스케줄 좀 잡자. 좋아, 10시 30 분쯤 될거야. 사실 그것은 뉴 어크에 들어갈 것입니다. 실제로, 일요일에, 저를 다만 시키십시오. 뉴 어크를 경유하면 10시 30 분이됩니다. 일요일 아침 6시 35 분에 뉴 어크에 도착했습니다. 8시 25 분에 뉴 어크 출발. 1시 55 분에 도착했다. 아직 월요일에 도착할 것입니다.",state,day-arrival
262,31,amex_10c.xml,32,caller,yeah i think the uh you know... ,"그래, 네가 아는 것 같아.",expressOpinion-abandon,none
263,32,amex_10c.xml,33,agent,at 1:55. ,1:55.,refer,time
264,33,amex_10c.xml,34,caller,no that's no good. is are... from wh... where are there flights leaving on um Sunday morning or late Saturday night? is there anything from Los Angeles? ,아니 그게 좋지 않아. 토요일 밤에 일요일 아침이나 늦은 밤에 출발하는 항공편은 어디 있습니까? 로스 앤젤레스에서 온 게있어?,reqInfo,location_US-location-from
